ID|google_asr_before_sep|amazon_asr_before_sep|ground_truth|google_asr_after_sep|amazon_asr_after_sep
mix159_original_2|uncertainty in terms of music that you're always a couple of steps away from being back on the street so there's never you're not|And certainly in terms of music that you're always a couple of steps away from being back on the streets, so there's never you're not really.|And certainly in terms of music that you're always a couple of steps away from being back on the streets so there's never your not really|music you're always a couple steps with me on the street so he never you're not real|in terms of music, you're always a couple of steps with on the street. So it's never, you're not
mix160_original_1|what I would advise Mitt Romney or who never the nominee would be as don't necessarily play it safe and do|What I would advise mitt Romney or whoever the nominee would be is don't necessarily play it safe and do just.|What I would advise Mitt Romney or whomever the nominee would be is don't necessarily play it safe and do just|what's the advice Mitt Romney goes with the nominee will he is really play it safe and who's your|What advise he goes who never ever the nominee with his, don't necessarily play it safe and do just
mix160_original_2|woman out there to please hear my words we've got to stop this man he will keep doing|Woman out there to please hear my words, we've got to stop this man, He will keep doing it.|Women out there to please hear my words we've got to stop this man he will keep doing it|ladies your hard work we've got to stop that bad|You're worse. We gotta stop. No, it is.
mix161_original_1|I mean I'm not looking but in a but I do all this because I'm playing looking and so I make myself|I mean I'm not looking but in a I do all this because I'm plain looking and so I make myself.|I mean I'm odd looking but in a uh I I do all this because I'm plain looking so I make myself|looking but in a box so I do all this because I'm playing with him and so I might myself|I mean I'm old looking, but in a book, so I do all this because I'm playing with him. And so I make myself
mix161_original_2|middle class middle upper class young black women who are my age come up to me and|Middle class middle upper class young Black women who are my Age come up to me and say.|Middle class middle upper class young black women who are my age come up to me and say|middle / middle-upper class young black women who are my age come up smooth|middle class, middle upper class, young black women who are my age, come up to me.
mix162_original_1|some hot celebrity walking in and every time I would either have my head between my legs or I'd be you know covered in sweat dripping Justin Timberlake could walk in|Some hot celebrity walking in and every time I would either have my head between my legs or I'd be covered in sweat dripping Justin timberlake would walk in and.|Some hot celebrity walking in and every time I would either have my head between my legs or I'd be you know uh covered in sweat dripping Justin Timberlake would walk in and |I'm hot celebrity walking in and every time I would either have my head between my legs or I did you know how that in sweat dripping Justin Timberlake was walking I|some hot Celebrity walking in, and every time I would either have my head between my legs, or I'd be, you know, covered in sweat dressing, Justin timberlake with walk in. II
mix162_original_2|when you know when when Marty has to try to kiss me and then I kissed him and it I'd say he's like my brother and then you know Biff comes and|When you know when when marty has to try to kiss me and then I kiss him and I'd say he's like my brother and then you know, biff comes and.|When you know when when Marty has to try to kiss me and then I kiss him and it I say he's like my brother and then you know uh Biff comes and |when you know when can I'm already have you tried to kiss me and then I kissed him and it's things like my brother and then you know this comes and|when you know when I'm already have to try to kiss me and then I kissed him and it's things like my brother and then you know, this comes and
mix163_original_1|if I'm a cop and every time I see a young black youth while they are watching more TV|If I'm a cop and every time I see a young black youth, whether I watch them on tv movies.|If if I'm a cop and every time I see a young black youth whether I'm watching my tv movies|if the former cop and every time I see a young black news brother are watching more TV movies|if almost cops. And every time I see a young black youth, whether I'm watching on T. V. Movies.
mix163_original_2|that those two ways of thinking or this two ways of seeing the world and have both of them are a value and that they're actually more|About those two ways of thinking, or these two ways of seeing the world and how both of them are a value, and that they're actually more compliments.|That there's two ways of thinking or there's two ways of seeing the world and how both of them are of value and that they're actually more of compliments|that does two ways of thinking or this two ways of seeing the world and have both of them are a value and that they're actually more|about those two ways of thinking, are these two ways of seeing the world and have both of them are value and that they're actually more compliments.
mix164_original_1|to from far I've it's like humans I can't touch I love them I end up touching them because if they get sick I have to help her|From far it's like humans I can't touch, I love them, I end up touching them because if they get sick I have to help her.|from far it's like humans i can't touch i love them i end up touching them because if they get sick i have to help her uh|from far I would like to know if I can't talk I love them I end up touching you because if they get sick I have to help her|From. Uh Far. I just like humans. I can't talk. I love them. I end up touching them because if they get sick, I have to help her. Uh
mix164_original_2|and that's the cool thing about playing that character is that like no matter where I go out in life like I can go to Hip Hop shows or I can go to like you know|And that's the cool thing about playing that character is that like no matter where I go out in life, like I can go to hip hop shows, or I can go to like, you know?|and that's the cool thing about playing that character is that like no matter where I go out in life like I can go to hip hop shows or I can go to like you know uh uh|and that's the cool thing about playing that character is that like no matter where I go out life like I can go to Hip Hop shows or I can go to like you know|And that's cool playing that character. Is that like, no matter where I go out of life, like I can go to hip hop shows where I can go to like, you know? Uh
mix165_original_1|it's it's like what should be done with film it's so clear to me|It's it's like what should be done with film, it's so clear to me.|Its its like what should be done with film it's so clear to me|if it's lazy what should be like me|it's, it's crazy. What should be.
mix165_original_2|move the narrative forward and give the audience a more stronger sense of what spinning these people|Move the narrative forward and give the audience a more, a stronger sense of what's pinning these people|Move the narrative forward and give the audience uh uh a more stronger sense of what's pinning these people|move the narrative forward and give the audience is done with the stronger sense of what so Helios|the narrative forward and give the audience to be done with stronger sense of what
mix166_original_1|shooting they look at what you look like they do makeup they do your hair a certain way|Shooting they look at what you look like they do makeup, they do your hair a certain way.|Shooting they look at what you look like they do make up they do your hair a certain way|children they look at what you look like they do make a big new your hair a certain way|shooting they look at what you look like they do make up. They knew your hair a certain way.
mix166_original_2|a novel and Sylvia is my central|Novel and Sylvia is my central character.|In novel and um uh Sylvia is my central character|Sylvia is my circle caring|novel. And um uh Sylvia is my central carry.
mix167_original_1|it's really offensive and just doubling back on what Gary was saying about the education system I want you to remember that|Is really offensive and just doubling back on what Gary was saying about the education system, I want you to remember that.|It's really offensive and just doubling back on what Gary was saying about the education system I want you to remember that|it's really a faster than just doubling back on what Gary was saying about the education system I want you to remember that|it's really offensive. And just traveling back on what Gary was saying about the education system. I want you to remember that.
mix167_original_2|you know you get taught at first superficially starting to actually go and study and Reeve and deathly about it was quite revealing|You know you get taught it very superficially so to actually go and study and read in depth about it was quite revealing.|you know you get taught at first superficially so to actually go and study and read indefinitely about it was actually quite revealing|you know you get started very superficial fix looking to actually go and study and read in definitely about it was quite revealing|you know, you get started for superficial actually going study and read indefinitely about it was quite revealing.
mix168_original_1|the Galaxy gets here have the universe get here and so all of our evidence points to a pretty fun beginning of the universe the Big Bang|The galaxy gets here, how the universe get here, and so all of our evidence points to a pretty fun beginning of the Universe, the Big Bang.|The galaxy gets here how'd the universe get here and so all of our evidence points to a a pretty fun beginning of the universe the Big Bang.|Galaxy gets here cut Universe get here and so all of our evidence points to a pretty fun beginning of the universe the Big Bang|galaxy gets here. Universe get here. And so all of our evidence points to a pretty fun beginning of the Universe.
mix168_original_2|he probably weird and the whole point is like it is weird but then how do we then it makes total sense they've been through so much together and so there's so much there|totally weird, and the whole point is like it is weird, but then how do we then uh it makes total sense they've been through so much together. Um And so there's so much there|be totally weird and the whole point is like it is weird but then how do we then uh it makes total sense they've been through so much together um and so there's so much there|weird and the whole point is like it is weird but then how do we then it makes total sense they've been through so much together and so there's so much there|well weird. And the whole point is like, it is weird. But then, how do we then? Uh, it makes total sense. They've been through so much together. Um, and so there's so much, they're
mix169_original_1|to spend so complimentary of the chemistry that we had and and everybody's been very happy|It's just been so complimentary of the chemistry that we had and and everybody's been very happy.|She spends so complementary of the chemistry that we had and uh um and everybody's been very happy|then so complimentary of the chemistry that we had and everybody's been very happy to|been so complimentary of the chemistry that we had in. Um, everybody's been very happy to phone.
mix169_original_2|I always use color and light in our films at Pixar to help Define|Always use color and light in in our films at Pixar to help define.|I always use um color and light in in our films and Pixar to help to find|I would use some color and light in our films at Picsart help to|I was used um color and light in, in our films that Pixar to help to find
mix170_original_1|Susan just have always loved the the Western genre I mean I went through a period when I was like 12 years old ride just like read every Louis L'Amour ever written|And just have always loved the Western Genre. I mean I went through a period when I was like 12 years old where I just like read every Louis Lamar ever written.|and just have always loved the the western genre i mean i went through a period when i was like twelve years old where I just like read every Louis L'Amour ever written|this will have always loved the Western genre I mean I went through a period when I was like 12 years old ride just like read every new wheel the more ever written|just what I've always loved the, the the western genre. I mean, I went through a period when I was like 12 years old where I just like read every more ever written. And
mix170_original_2|how it affected me and I got in the back of a taxi and I thought oh my goodness I don't think I can oh dear oh dear and then yeah I ruined my|How it affected me and I got in the back of a taxi and I thought oh my goodness I don't think I can oh dear oh dear and then yeah I ruined my hand.|how it affected me and i got in the back of a taxi and i thought oh my goodness i don't think i can oh dear oh dear and then yeah i ruined my hand|how it affected me and I got in the back of a taxi and I thought oh my goodness I don't like and oh yeah oh dear and then we are I ruined my hand|how it affected me. And I got in the back of the taxi and I thought, oh my goodness, I don't reckon. Oh yeah, I did. And then yeah, I ruined my hand
mix171_original_1|I just kind of I mean I taught myself originally but then I did go to school for multimedia and production and graphic design so they helped me perfect|Um I just kind of, I mean I taught myself originally, but then I did go to school for multimedia and production and graphic design, so they helped me perfect.|Um I just kind of I mean I taught myself originally but then I did go to school for multimedia production and graphic design so they helped me perfect|I just kind of I mean I taught myself so originally but that I did go to school for multimedia production and graphic design so they helped me perfect|um, I just kinda, I mean, I taught myself originally, but then I just go to school for multimedia and production, and graphic design. So they help me perfect.
mix171_original_2|cricket and I just it's such a good way of getting to see it also if you like the British character it's a very good way of seeing it up close there are some weird creatures under the stones of the|And I just it's such a good way of getting to see it. Also, if you like the british character, it's a very good way of seeing it up close. There are some weird creatures under the Stones of the.|and uh I just did such a good way of getting to seeing it. Also if you like the British character it's a really good way of seeing it up close there are some weird creatures under the stones of the|figures and I just did such a good way of getting see it also if you like the British character the very good way of seeing it up close that's weird creatures under the stones of|And uh I just did such a good sleep. And also if you like, the british character is a very good way to get up close, creatures under the stones.
mix172_original_1|yeah I just I'm just aware of wanting to you know at some point take care of just take care of the germs every few hours every hour|Yeah, I just I'm just aware of wanting to, you know, at some point take care just take care of the germs every few hours, every hour.|Yeah I just I'm just aware of wanting to you know at some point take care just take care of the germs every few hours every hour.|yeah I just I'm just aware wanting to you know at some point you take care of these take care of the germs every both you out every three hours|Yeah, I just, I'm just aware of wanting to, you know, at some point, take care, take care of the germs every few hours. Three hours.
mix172_original_2|Wine and Roses was almost all because the first few were comedies and they worked boom every script|Um Wine and Roses was almost all because the first few were comedies and they worked boom, every script coming.|Um wine and roses ugh was almost the first few were comedies and they worked boom every script coming|and wine and roses with almost fell because the first few were comedies and they work boom maybe script can|Wine and Roses with almost because the first few were comedies. And they worked boom. They re script.
mix173_original_1|in my whole body it felt like a big broad comedic performance in some ways and it felt|In my whole body it felt like a big, broad comedic performance in some ways and it felt like.|in my whole body it felt like a big broad comedic performance in some ways and it felt like|and my whole body it felt like a big broad can eat it before medicine Subway isn't it felt|in my whole body, it felt like a big, kinetic subways. And it felt like
mix173_original_2|left room for Reba to be on it so we're I hope she is willing to do|Left room for Reba to be on it I hope she is willing to do.|left the room for uh Reba to be on it so we i hope she is willing to do|I agree with you so we're going to do|for uh to be honest. So we're she do.
mix174_original_1|Diamond Hollywood and my arms were celebrated actresses and opera singers my grandmother was an opera singer she had the sort of Voice who used to augment|Diamond Hollywood and my pants were celebrated actresses and opera singers my grandmother was an opera singer voice you used.|Diamond Hollywood and uh my uh my hands were celebrated actresses and opera singers my grandmother was an opera singer she had the sort of voice you use to odd men|bye-bye|Driving Hollywood, and my uh my aunts, and my grandmother was
mix174_original_2|I bought the macaroni and beef one which is you just put the top and put it in between and that's it like the Second Step made me go I'm not Emerald here I'm not|I bought the macaroni and beef one, which is you just put the top and put it in and that's it. Like the the second step made me go, I'm, I'm not Emerald here, I'm not.|I bought the macaroni and beef one which is you just slit the top and put it in between and that's it. Like the second step made me go I'm I'm not Emeral here|I bought the macaroni and beef 1 which is this is a copy of that cyst clicks it's the second step maybe go I'm not a normal here I'm not|I bought the macaroni and beef one, which is just a copy of snacks. It, like the, the second step made me go. I'm, I'm not here. I'm not allowed to
mix175_original_1|other person child we all mushed together and Herb Gardner watch this exchange of ideas and crosstalk and notes being passed back and forth|Other person's child, we all mushed together, and Herb Gardner watched this exchange of ideas and crosstalk and notes being passed back and forth.|other person child we all mushed together and herb gardner watched this exchange of ideas and crosstalk and notes being passed back and forth|their first job of almost together and group Garner watch this exchange of ideas and crosstalk and notes can't ask faculty|person traveling together. And Gardner watch this exchange of ideas and cross talk and notes. King passed back and forth.
mix175_original_2|I really love about iris is that we've watched her grow we didn't see her be one character from season one and just stay that way we're continuing to see her|I really love about irises that we've watched her grow. We didn't see her be one character from season one and just stay that way. We're continuing to see her.|I really love about Iris is that we watched her grow we didn't see her be one character from season one and just stay that way were continuing to see her|I really love about iris is that we watched her grow we didn't see her be one character from Steven one and just stay that way we're continuing to see her|I really love about Irish was that we've watched her grow. We didn't see her be one character from season one and just stay that way. We're we're continuing to see her because
mix176_original_1|I think the audience always like goes nuts for Sherry and I love that feeling of live audience responding to that moment in a stage show but also as|I think the audience always like goes nuts for a sherry, and I love that feeling of live audience responding to that moment in the in the stage show, but also as|I think the audience always like goes nuts for Sherry and I love that feeling of live audience responding to that moment in that stage show but also as|I think the audience always like goes not to for Sherry and I love that feeling a live audience responding to that moment in the stage show but also as|I think the audience always like goes nuts for sherry. And I love that feeling a live audience responding to that moment in a stage show, but also as
mix176_original_2|cakes in the middle of the night and Mike tries to sell candy down your throat like that's the only way that he knows how to show that love and I think with Astrid it's with you know calling her pet|cakes in the middle of the night and tries to stuff candy down your throat, like that's the only way that he knows how to show that love. And I think with Astrid, it's with calling her pet name.|cakes in the middle of the night and like tries to set candy down your throat like thats the only way that he knows how to show that love and i think with astrid its with you know calling her pet name|hey in the middle of the night and like try some sex family down here but like that's the only way that he knows how to show that log and I think with Astrid it's with you know calling her pet|in the middle of the night and like try some stuff down here. But like that's the only way that he knows how to show that log. And I think with it's with, you know, calling her pet name.
mix177_original_1|no not really nice worried about 16 or so I don't I think yeah I didn't really know what it was I was doing|No, not really, no, it's probably about 16 or so I think Yeah, I didn't really know what it was I was doing|no not really no I was probably about sixteen or so but I don't I think yeah I didn't really know what it was I was doing|no not really not forgot 16 or so I think yeah I didn't really know what it's like|Uh, no, not really. No. I probably got 16 or so. I think uh, yeah. I didn't really know what it is.
mix177_original_2|it's just so much fun you get to hang out with like your friends especially during the road shows like Lilly like renewed bihari Coco like our library|It's just so much fun. You get to hang out with your friends, especially during the road shows, like lilly, like reading a hearty cocoa, like all our group.|it's just so much fun you get to hang out like with your friends especially during the road shows like lilly like [unintelligible] all our group|it's just so much fun you get to hang out with your friends especially during the road shows like Lily like really bad|It's just so much fun. You get to hang out with like, your friends, especially during the road shows. Like lily, like really a bit hot cocoa. Like all agree
mix178_original_1|of what you mentioned did not turn out to be the truth because I feel like we're a|If what you mentioned did not turn out to be the truth because I feel like we're|If what you mentioned did not turn out to be the truth because I feel like we're|is what you mentioned did not turn out to be the truth because I feel like we're|is what you mentioned did not turn out to be the truth. Because I feel like we're
mix178_original_2|make it to work on time because your train is always being blasted by super villain like|Make it to work on time because your train is always being blasted by a supervillain like.|Make it to work on time because your train is always being blasted by a super villain like|make it to work on time because your train is always being blasted by a super villain my|make it to work on time. Because your train is always being blasted by a supervillain, like
mix179_original_1|yes that was because we only had two scenes together and I was so nervous by the time we shot that it was right near the end|Yes, that was because we only had two scenes together and I was so nervous by the time we shot that it was right near the end.|Yes that was cause we only had two scenes together and I was so nervous by the time we shot that it was right near the end ugh um. |yes he's that was six because we only had two things together and I was so nervous by the time we shot that it was right near the end|Yes, that was because we only had two scenes together and I was so nervous by the time we, we shot that it was right near the end. Um
mix179_original_2|kids and this is one thing I want to get out there a lot of people are like oh you wouldn't be here if it wasn't for your father that's how I supposed to be no I'm working hard so my kids would have to go through what I have to go through|kids, and this is one day I want to get out there, a lot of people are like, oh, you wouldn't be here if it wasn't for your father, that's how it's supposed to be. You know, I'm working hard, so my kids wouldn't have to go through what I have to go through.|kids and this is one thing I want to get out there a lot of people are like oh you wouldn't be here if it wasn't for your father that's how it's supposed to be you know I'm working hard so my kids wouldn't have to go through what I have to go through.|here's a nurse is one day I want to get out there a lot of people are like oh you wouldn't be here if it wasn't for your father that's how I supposed to be no I'm working hard so my kids will have to go through what I have to go through|kids, and there's just one day I wanna get out there. A lot of people are like, oh you wouldn't be if it wasn't for your father, that's how it's supposed to be. You know, I'm working hard. So my kids don't have to go through what I have to go through.
mix180_original_1|a little bit faking off their game next to him but I think one of the great things about the story is that by the time the movie|A little bit faking off their game next to him, but I think one of the great things about the story is that by the time the movie.|A little bit faking off their game next to him but uh I think one of the great things about the story is that by the time the movie|a little bit faking off their game next to him but I think one of the great things about the story is that by the time the movie|a little bit fake and off their game next to them. But uh, I think one of the great things about the story is that by the time of the movie.
mix180_original_2|it's a truth it was an absolute honor to portray him in Band of Brothers and that's an understatement Buck never likes being called a hero but that's|It's the truth. It was an absolute honor to portray him and Band of brothers and that's an understatement, buck never likes being called a hero, but that's what he.|its the truth it was an absolute honor to portray him in band of brothers and thats an understatement buck never likes to be called a hero but thats what he|it was an absolute honor to portray him and Band of Brothers and that's an understatement Spock never likes being called a hero but that's|truth. There was an absolute honor to portray him and band of brothers. And that's an understanding spot. Never likes being called a hero. But that's what he
mix181_original_1|had a check and had a very strong track accent a very funny one all his life long and I'm slavik and I'm Moody|Was check and had a very strong Czech accent, a very funny one all his life long and I'm Slavic and I'm moody.|it was Czech and he had a very strong Czech accent a very funny one all his life long and I'm Slavic and I'm moody|check and they have a very strong track actor that I finally won always lifelong and I'm slavik and I moved it|check. And there's a very strong trash accident that I finally won all this life long. And I'm Slavic and I'm
mix181_original_2|and Sid has taken it upon himself to take the relationship to the next level even though they're really not at a level to begin with and it|And Sid has taken it upon himself to take their relationship to the next level, even though they're really not at a level to begin with and.|And Sid has taken it upon himself to take the relationship to the next level even though they're really not at a level to begin with and|and Sid has taken it upon himself to take the relationship to the next level even though they're really not at a level to begin with and it|And she has taken it upon himself to take their relationship to the next level, even though they're really not at a level to begin with. And it
mix182_original_1|the movie are so you have a lot of nuance and there's kind of a complex these relationships and in a way that|The movie are so you have a lot of nuance and this kind and their complex these relationships and in a way that.|And the movie are so you know have a lot of nuance and there's kind and they're complex these relationships and in a way that|we really are so you know a lot of nuances in this complex relationship no way that I did|movie are so, you know, they have a lot of nuance complex relationships in a way that I don't
mix182_original_2|it had the kind of cumulative effect that I've always thought the piece would have but being able to sit out in the audience|It had the kind of cumulative effect that I've always thought that piece would have, but being able to sit out in the audience.|It had the kind of cumulative effect that I have always thought the piece would have but being able to sit out in the audience|it had the kind of cumulative in fact I've always thought the piece kind of a mix of what happened do you handle this without telling me|it had the kind of cumulative fact that I've always thought the piece kind of would have, but being able to spit out.
mix183_original_1|the Chicago Tribune editorial board allowed it to go into print so|The Chicago tribune editorial board allowed it to go into print so|The Chicago Tribune Editorial Board allowed it to go into print so|Chicago Tribune editorial board allowed it to go into prep so|The Chicago tribune editorial board, allowed it to go into print.
mix183_original_2|we had no idea what we were making we thought we were just making a small film for some people to enjoy|We had no idea what we were making, we thought we were just making a small film for some people to enjoy.|We we had no idea what we were making we thought we were just making a small film for some people to enjoy|we had no idea what we're at night because we're just making a small film forcing people to enjoy life|We have no idea what we're, we thought we're just making a small film for some people to enjoy.
mix184_original_1|I've been living in this in a world where it's very important to be beautiful and then she lost her beauty so she doesn't really know who to be when we meet|They've been living in this in a world where it's very important to be beautiful and then she lost her beauty so she doesn't really know who to be when we meet her.|They've been living in this in a world where where it's very important to be beautiful and she lost her beauty so she doesn't really know who to be when we meet her.|living in the world so it's very important|Living in the world.
mix184_original_2|if baked and biodome and you know here I am bringing a faith-based conservative perspective to this issue and you know obviously Joy there's a lot of common sense|baked and biodome and you know here I am bringing a faith based conservative perspective to this issue and you know obviously Joy, there's a lot of common sense.|Baked and biodome and uh here I am uh bringing a faith based conservative perspective to this issue and you know obviously Joy there's a lot of common sense||So she doesn't really know there's a lot of common sense.
mix185_original_1|not being successful in school work unfortunately|Uh not being successful in school work, unfortunately.|Ugh not being successful in school work unfortunately|nothing successful in school work unfortunately|nothing successfully. The schoolwork, unfortunately.
mix185_original_2|and and so then they proceeded to get me another lab pants and your neck|And so then they proceed to get me another lap pants.|And um and so then they proceed to get me another lap dance|and seven-day 14 to give me another lap dance|at, and then they give me another last answer next.
mix186_original_1|New Kids on the Block on the wall and we couldn't get the licensing or they wouldn't you know they wouldn't release the license for it|New kids on the block on the wall and we couldn't get the licensing or they wouldn't, you know, they wouldn't release the license for it.|new kids on the block on the wall and we couldn't get the the licensing or they wouldn't you know they wouldn't release the license for it|New Kids on the Block on the wall and we couldn't get the like do things or they wouldn't you know they wouldn't even to life before|new kids on the block on the wall, and we couldn't get the lights shootings or they wouldn't, you know, they wouldn't lose the life before it
mix186_original_2|see why people are cast what really goes on when the cameras aren't there so because that's the pretty much the number one question I get is what|See why people are cast what really goes on when the cameras aren't there, So because that's pretty much the number one question I get is what.|See why people are cast what really goes on when the cameras aren't there so cause that's pretty much the number one question I get is what|why people are cast what really goes on when the cameras aren't there so because that's this pretty much the number one question I get is what|see why people are cast? What really goes on when the cameras aren't there? So because that's pretty much the number one question I get is what, what
mix187_original_1|who would become War Machine the mentality you know and all of this stuff leads to and I love that I'm am right now|Who would become War Machine the mentality, you know, and all of this stuff leads to it and I love that I'm right now.|Who would become war machine the mentality you know and all of this stuff leads to it and I love that I'm I'm right now|who have become War Machine mentality you know and all of this stuff needs to learn a lesson I'm at right now|who would become war machine mentality, you know, and all of this stuff I'm, I'm right now.
mix187_original_2|and of eating and of what to do with menstruating women I'm in the bay those written down there I went think for myself because that's not required of me|And of eating and of what to do with menstruating women, I mean the bay, those written down there I won't think for myself because that's not required of me come.|and of and of eating and of uh and what to do with menstruating women i going to obey those written down there i won't think for myself because that's not required of me|another easy kind of what to do with menstruating women I move a those with him down there I would think to myself if that's not required or|kind of what to do with menstruating women in the bay. Those written down there? I would think to myself, that's not required.
mix188_original_1|he's very handsome but but he's doing much better with it and I have my rules when it comes|He's bragging about him um but but he's doing much better with it and I have my rules when it comes to.|bragging of him um but uh he's doing much better with it and i have my rules when it comes to|tarragon radio has what what she's doing much better with us and I have my rules when it comes|um what uh what she's doing much better with us. And I have my rules when it comes to
mix188_original_2|anybody I've zeroed people that I follow people are like you're arrogant prick like I get really|Anybody zero people that I follow and people are like you're arrogant prick, like I get really.|anybody I have zero people that I follow and people that are like you're a arrogant prick like I get really|anybody 0 people that I follow people are like your arrogance prick like I get really|anybody I I zero people that I follow. And people are like, you're arrogant break. Like I get really
mix189_original_1|extraordinary patience because anybody else would have had to throw their hands up in horror and abandoned us because we did not behave|Extraordinary patients because anybody else would have actually thrown their hands up in horror and abandoned us because we did not behave well.|Extraordinary patience because anybody else would have absolutely thrown their hands up in horror and abandoned us because we did not behave well|extraordinary patience because anybody else for the Vets it's well as of an art of abandoned was was due to develop very well|extraordinary patients because anybody else would have abandoned very well.
mix189_original_2|about gay couple whose two kids decide they want to find their biological father so it's a really|About gay couple whose two kids decide they want to find their biological father, so it's a really.|About a gay couple whose two kids decide they want to find their biological father so it's a really|about a gay couple who have two kids decide they want to find their biological father so it's a really|about a gay couple whose two kids decide they want to find their biological father. So, it's a, it's a really
mix190_original_1|sometimes you buy from a scalper you get there there's already someone in your seats so the way to do that hey be transparent with people let them know you know|Sometimes you buy it from a scalper you get there, there's already someone in your seats, so the way to do that, hey, be transparent with people, let them know.|Sometimes you buy it from a sculptor you get there and there's already someone in your seat. So the way to do that hey be transparent with people let them know you know |sometimes you buy from a scalper you get there there's already some running shoes so the way to do that hey be transparent with you could let him know no it's|sometimes you buy it from the sculpture, you get there, there's already someone in your suit. So the way to do that be transparent with people, let them know. You know, it's just
mix190_original_2|you know I took a lot of inspiration from him because he retained the rights to show like you know a lot of Studios wanted to help release that but he out of the|You know, I took a lot of inspiration from him because he retained the rights to show like, you know, a lot of studios wanted to help release that, but he out of the|you know i took a lot of inspiration from him because he retained the rights to the show like you know a lot of studios wanted to help release that but he out of the|you know I took a lot of inspiration bare hands already because he retained the rights to show like you know a lot of videos were released that love it he out of there|You know, I took a lot of inspiration from him because he retained the rights to show like, uh, you know, a lot of studios way to release that. But he out of the
mix191_original_1|that's what I want to do and my mom I was so blessed to be in this family because my my mom always thought the Arts was a noble profession and show so I went to|I said that's what I want to do. And my mom, I was so blessed to be in this family because my, my mom always thought the arts was a noble profession and so I went to.|So that's what I want to do and my mom I was so blessed to be this family because my my mom always thought the arts was a noble profession and so I went to|that's what I want to do and my mom I was so blessed to be in this family because my my mom always thought the Arts was a noble profession and show so I went to|So that's what I wanna do. And my mom, I was so blessed to be in this family because my, my mom always thought the arts was a noble profession and show. So I went to
mix191_original_2|goes to 25,000 and that's I mean all I did was put up a page right it just speaks to the tens of thousands of people who felt the same way I did and said let's help some|Goes to 25,000 and that's I mean, all I did was put up a page, right? It just speaks to the tens of thousands of people who felt the same way I did, and said, Let's help some refugees.|Goes to twenty five thousand and that's I mean all I did was put up a page right it just speaks to the tens of thousands of people who felt the same way I did let's help some refugees|goes to 25,000 and that's I mean all I did was put up a page right it just speaks to the tens of thousands of people who felt the same way I did and then let's help some refugees|Goes to 25,000. And that's, I mean, all I did was put up a page right. It just speaks to the tens of thousands of people who felt the same way I did. And that helps.
mix192_original_1|this show was was the auditions were starting they said it's Stamos in a baby back on network TV I was like what studio|The show was was the auditions were starting, they said it's stamos and a baby back on network tv. I was like what studio|This show was was uh the auditions was starting they said I'd stay most in a baby back on network TV I was like what studio|this show was was the auditions were starting with said it's seamless in a baby back on network TV I was like what studio|this show was, was, uh, the auditions were starting. They said it's seamless in a baby back on network tv. I was like, what studio
mix192_original_2|love it yeah Bo and I it's a match made in heaven really I've found my my better half|I love it um Yeah bo and i it's a match made in heaven really I found my my better half.|Love it um yeah Beau and I ah it's a match made in heaven really I've found my better half|love it yeah Bo and I it should match made in heaven really I found my my better half|I love it. Uh. Yeah. Bow and I. Uh It's a match made in heaven. Really? I found my my better heart because in that
mix193_original_1|you start to wonder well what am I going to teach them what what do I want them to know and|You start to wonder, well what am I going to teach them, What what do I want them to know and?|You start to wonder well what am I going to teach them what what do I want them to know and|to start Swale what am I going to teach them what what do I want them to know and|search, what am I gonna teach them? What, what do I want them to know? And
mix193_original_2|I really like that I love to kind of feel like I'm a part of the movie and this one really kind of draw|Really like that, I love to kind of feel like I'm a part of the movie and this one really kind of draws.|Really like that I love to kind off feel like I am part of the movie and this one really kind of draws|I really like that I love to kind of feel like I'm a part of the movie and this one really kind of drawers|really like that. I love to kind of feel like I'm a part of the movie and this one really kind of draws
mix194_original_1|like you know petroleum jelly kind of about Vaseline kind of thing with them food coloring it was gross and I have to say it took me about 20 takes to do it because I stood there I was like I|Like um you know, petroleum jelly kind of Vaseline kind of thing with food coloring because it was gross and I have to say it took me about 20 it takes to do it because I stood there and was like, I|like um you know petroleum jelly kind of Vaseline kind of thing with um food coloring. It was gross and I have to say it takes about twenty takes to do it because I stood there and I was like I|like em but you know just showed him jelly kind of a dazzling kind of thing with them food coloring was gross and I have to say told me that 20 it takes to do it because I stood there I was like I|like, um, you know, the petroleum jelly kind of a kind of thing with um food coloring, gross. And I have to say it took me about 20 takes to do it. Because I stood there, I was like, I
mix194_original_2|and in China it even goes all the way back to Folklore all right you an ancient literature and stuff so so well in the western audiences it's a little bit more unusual and a little bit|and in china, it even goes all the way back to folklore alright, you know, in ancient literature and stuff. So uh so well in the Western audiences, it's a little bit more unusual and a little bit more.|In in China it even goes all the way back to folklore alright you know in ancient literature and stuff so ugh uh so well in the western audiences there's a little bit more than unusual a little bit more|and in China it even goes all the way back to folks all right yeah when ancient literature is so so well from the Western audience is a little bit more unusual and|in in china, it even goes all the way back to spoke alright you know in ancient literature is so uh uh So well in the western audiences is a little bit more unusual and a little bit more
mix195_original_1|not the ship I said if the Titanic must go down then I will go down|Of the ship, I said, if the titanic must go down, then I will go down.|What about the ship I said if the titanic must go down then I will go down|the Titanic must go down then I will go down|The titanic must go down then. I will go down.
